"crawl_timestamp","Col1","retail_price","is_FK_Advantage_product","brand","Demand"
2016-01-06,"Clothing",2599,0,"",2.89098998887653
2016-01-06,"Clothing",2299,0,"",2.55728587319244
2016-01-06,"Clothing",2299,0,"",2.70789163722026
2016-01-06,"Clothing",2299,0,"",2.55728587319244
2016-01-06,"Clothing",2299,0,"",2.55728587319244
2016-01-06,"Jewellery",6740,0,"Nishtaa",1.05263157894737
2016-01-06,"Clothing",1999,0,"",2.50187734668335
2016-01-06,"Clothing",2299,0,"",2.3013013013013
2016-01-06,"Mobiles",799,0,"Totta",2.00250626566416
2016-01-06,"Clothing",1699,0,"Slim",2.83639398998331
2016-01-06,"Beauty",600,0,"",1.25
2016-01-06,"Jewellery",48596,0,"Karatcraft",1.57692182886069
2016-01-06,"Jewellery",44226,0,"Karatcraft",1.43866497511467
2016-01-06,"Clothing",799,0,"",1.05131578947368
2016-01-06,"Clothing",1599,0,"",1.42895442359249
2016-01-06,"Footwear",499,0,"",1.11135857461025
2016-01-06,"Clothing",1999,0,"",1.4288777698356
2016-01-06,"Clothing",1699,0,"",1.42893187552565
2016-01-06,"Clothing",2099,0,"",1.428863172226
2016-01-06,"Clothing",1685,0,"",1
2016-01-06,"Clothing",1299,0,"",1.42904290429043
2016-01-06,"Jewellery",49542,0,"Karatcraft",1.45241864555849
2016-01-06,"Clothing",1375,0,"",1.25570776255708
2016-01-06,"Clothing",2394,0,"",3.03807106598985
2016-01-06,"Clothing",1799,0,"",1.09030303030303
2016-01-06,"Clothing",1395,0,"",1.1673640167364
2016-01-06,"Clothing",699,0,"",2.19122257053292
2016-01-06,"Clothing",699,0,"",2.19122257053292
2016-01-06,"Jewellery",23949,0,"WearYourShine by PCJ",1
2016-01-06,"Jewellery",31673,0,"WearYourShine by PCJ",1
2016-01-06,"Jewellery",31663,0,"WearYourShine by PCJ",1
2016-01-06,"Clothing",2400,0,"",2
2016-01-06,"Clothing",1190,0,"",2
2016-01-06,"Clothing",1299,0,"",2.60320641282565
2016-01-06,"Clothing",1199,0,"",2.40280561122244
2016-01-06,"Clothing",4000,0,"",2
2016-01-06,"Clothing",1450,0,"",1.38095238095238
2016-01-06,"Clothing",499,0,"",1.3899721448468
2016-01-06,"Clothing",999,0,"",2.50375939849624
2016-01-06,"Clothing",999,0,"",1
2016-01-06,"Clothing",1450,0,"",1.42857142857143
2016-01-06,"Jewellery",31062,0,"CaratLane",1
2016-01-06,"Jewellery",20717,0,"WearYourShine by PCJ",1
2016-01-06,"Footwear",2750,0,"",2.11701308698999
2016-01-06,"Footwear",3699,0,"",1.42873696407879
2016-01-06,"Footwear",3299,0,"",1.42875703767865
2016-01-06,"Footwear",2999,0,"",1.42877560743211
2016-01-06,"Footwear",699,0,"",1.75187969924812
2016-01-06,"Jewellery",15720,0,"Araanz by Tribhovandas Bhimji Zaveri Delhi",1.25
2016-01-06,"Jewellery",11880,0,"Nishtaa",1.05263157894737
2016-01-06,"Jewellery",8700,0,"Nishtaa",1.05263157894737
2016-01-06,"Clothing",599,0,"",1.20040080160321
2016-01-06,"Clothing",599,0,"",1.20040080160321
2016-01-06,"Clothing",599,0,"",1.20040080160321
2016-01-06,"Clothing",599,0,"",1.20040080160321
2016-01-06,"Clothing",795,0,"",1.99748743718593
